Frame,Sequential,Parallel,Distributive
1662,790,0,0
1663,790,0,0
1664,790,0,0
1665,790,0,0
1666,790,0,0
1667,790,0,0
1668,790,0,0
1669,790,0,0
1670,790,0,0
1671,790,0,0
1672,790,0,0
1673,790,0,0
1674,790,0,0
1675,790,0,0
1676,790,0,0
1677,790,0,0
1678,790,0,0
1679,790,0,0
1680,790,0,0
1681,790,0,0
1682,790,0,0
1683,790,0,0
1684,790,0,0
1685,790,0,0
1686,790,0,0
1687,790,0,0
1688,790,0,0
1689,790,0,0
1690,790,0,0
1691,790,0,0
1692,790,0,0
1693,790,0,0
1694,790,0,0
1695,790,0,0
1696,790,0,0
1697,790,0,0
1698,790,0,0
1699,790,0,0
1700,790,0,0
1701,790,0,0
1702,790,0,0
1703,790,0,0
1704,790,0,0
1705,790,0,0
1706,790,0,0
1707,790,0,0
1708,790,0,0
1709,790,0,0
1710,790,0,0
1711,790,0,0
1712,790,0,0
1713,790,0,0
1714,790,0,0
1715,790,0,0
1716,790,0,0
1717,790,0,0
1718,790,0,0
1719,790,0,0
1720,790,0,0
1721,790,0,0
1722,790,0,0
1723,790,0,0
1724,790,0,0
1725,790,0,0
1726,790,0,0
1727,790,0,0
1728,790,0,0
1729,790,0,0
1730,790,0,0
1731,790,0,0
1732,790,0,0
1733,790,0,0
1734,790,0,0
1735,790,0,0
1736,790,0,0
1737,790,0,0
1738,790,0,0
1739,790,0,0
1740,790,0,0
1741,790,0,0
1742,790,0,0
1743,790,0,0
1744,790,0,0
1745,790,0,0
1746,790,0,0
1747,790,0,0
1748,790,0,0
1749,790,0,0
1750,790,0,0
1751,790,0,0
1752,790,0,0
1753,790,0,0
1754,790,0,0
1755,790,0,0
1756,790,0,0
1757,790,0,0
1758,790,0,0
1759,790,0,0
1760,790,0,0
1761,790,0,0
1762,790,0,0
1763,790,0,0
1764,790,0,0
1765,790,0,0
1766,790,0,0
1767,790,0,0
1768,790,0,0
1769,790,0,0
1770,790,0,0
1771,790,0,0
1772,790,0,0
1773,790,0,0
1774,790,0,0
1775,790,0,0
1776,790,0,0
1777,790,0,0
1778,790,0,0
1779,790,0,0
1780,790,0,0
1781,790,0,0
1782,790,0,0
1783,790,0,0
1784,790,0,0
1785,790,0,0
1786,790,0,0
1787,790,0,0
1788,790,0,0
1789,790,0,0
1790,790,0,0
1791,790,0,0
1792,790,0,0
1793,790,0,0
1794,790,0,0
1795,790,0,0
1796,790,0,0
1797,790,0,0
1798,790,0,0
1799,790,0,0
1800,790,0,0
1801,790,0,0
1802,790,0,0
1803,790,0,0
1804,790,0,0
1805,790,0,0
1806,790,0,0
1807,790,0,0
1808,790,0,0
1809,790,0,0
1810,790,0,0
1811,790,0,0
1812,790,0,0
1813,790,0,0
1814,790,0,0
1815,790,0,0
1816,790,0,0
1817,790,0,0
1818,790,0,0
1819,790,0,0
1820,790,0,0
1821,790,0,0
1822,790,0,0
1823,790,0,0
1824,790,0,0
1825,790,0,0
1826,790,0,0
1827,790,0,0
1828,790,0,0
1829,790,0,0
1830,790,0,0
1831,790,0,0
1832,790,0,0
1833,790,0,0
1834,790,0,0
1835,790,0,0
1836,790,0,0
1837,790,0,0
1838,790,0,0
1839,790,0,0
1840,790,0,0
1841,790,0,0
1842,790,0,0
1843,790,0,0
1844,790,0,0
1845,790,0,0
1846,790,0,0
1847,790,0,0
1848,790,0,0
1849,790,0,0
1850,790,0,0
1851,790,0,0
1852,790,0,0
1853,790,0,0
1854,790,0,0
1855,790,0,0
1856,790,0,0
1857,790,0,0
1858,790,0,0
1859,790,0,0
1860,790,0,0
1861,790,0,0
1862,790,0,0
1863,790,0,0
1864,790,0,0
1865,790,0,0
1866,790,0,0
1867,790,0,0
1868,790,0,0
1869,790,0,0
1870,790,0,0
1871,790,0,0
1872,790,0,0
1873,790,0,0
1874,790,0,0
1875,790,0,0
1876,790,0,0
1877,790,0,0
1878,790,0,0
1879,790,0,0
1880,790,0,0
1881,790,0,0
1882,790,0,0
1883,790,0,0
1884,790,0,0
1885,790,0,0
1886,790,0,0
1887,790,0,0
1888,790,0,0
1889,790,0,0
1890,790,0,0
1891,790,0,0
1892,790,0,0
1893,790,0,0
1894,790,0,0
1895,790,0,0
1896,790,0,0
1897,790,0,0
1898,790,0,0
1899,790,0,0
1900,790,0,0
1901,790,0,0
1902,790,0,0
1903,790,0,0
1904,790,0,0
1905,790,0,0
1906,790,0,0
1907,790,0,0
1908,790,0,0
1909,790,0,0
1910,790,0,0
1911,790,0,0
1912,790,0,0
1913,790,0,0
1914,790,0,0
1915,790,0,0
1916,790,0,0
1917,790,0,0
1918,790,0,0
1919,790,0,0
1920,790,0,0
1921,790,0,0
1922,790,0,0
1923,790,0,0
1924,790,0,0
1925,790,0,0
1926,790,0,0
1927,790,0,0
1928,790,0,0
1929,790,0,0
1930,790,0,0
1931,790,0,0
1932,790,0,0
1933,790,0,0
1934,790,0,0
1935,790,0,0
1936,790,0,0
1937,790,0,0
1938,790,0,0
1939,790,0,0
1940,790,0,0
1941,790,0,0
1942,790,0,0
1943,790,0,0
1944,790,0,0
1945,790,0,0
1946,790,0,0
1947,790,0,0
1948,790,0,0
1949,790,0,0
1950,790,0,0
1951,790,0,0
1952,790,0,0
1953,790,0,0
1954,790,0,0
1955,790,0,0
1956,790,0,0
1957,790,0,0
1958,790,0,0
1959,790,0,0
1960,790,0,0
1961,790,0,0
1962,790,0,0
1963,790,0,0
1964,790,0,0
1965,790,0,0
1966,790,0,0
1967,790,0,0
1968,790,0,0
1969,790,0,0
1970,790,0,0
1971,790,0,0
1972,790,0,0
1973,790,0,0
1974,790,0,0
1975,790,0,0
1976,790,0,0
1977,790,0,0
1978,790,0,0
1979,790,0,0
1980,790,0,0
1981,790,0,0
1982,790,0,0
1983,790,0,0
1984,790,0,0
1985,790,0,0
1986,790,0,0
1987,790,0,0
1988,790,0,0
1989,790,0,0
1990,790,0,0
1991,790,0,0
1992,790,0,0
1993,790,0,0
1994,790,0,0
1995,790,0,0
1996,790,0,0
1997,790,0,0
1998,790,0,0
1999,790,0,0
2000,790,0,0
2001,790,0,0
2002,790,0,0
2003,790,0,0
2004,790,0,0
2005,790,0,0
2006,790,0,0
2007,790,0,0
2008,790,0,0
2009,790,0,0
2010,790,0,0
2011,790,0,0
2012,790,0,0
2013,790,0,0
2014,790,0,0
2015,790,0,0
2016,790,0,0
2017,790,0,0
2018,790,0,0
2019,790,0,0
2020,790,0,0
2021,790,0,0
2022,790,0,0
2023,790,0,0
2024,790,0,0
2025,790,0,0
2026,790,0,0
2027,790,0,0
2028,790,0,0
2029,790,0,0
2030,790,0,0
2031,790,0,0
2032,790,0,0
2033,790,0,0
2034,790,0,0
2035,790,0,0
2036,790,0,0
2037,790,0,0
2038,790,0,0
2039,790,0,0
2040,790,0,0
2041,790,0,0
2042,790,0,0
2043,790,0,0
2044,790,0,0
2045,790,0,0
2046,790,0,0
2047,790,0,0
2048,790,0,0
2049,790,0,0
2050,790,0,0
2051,790,0,0
2052,790,0,0
2053,790,0,0
2054,790,0,0
2055,790,0,0
2056,790,0,0
2057,790,0,0
2058,790,0,0
2059,790,0,0
2060,790,0,0
2061,790,0,0
2062,790,0,0
2063,790,0,0
2064,790,0,0
2065,790,0,0
2066,790,0,0
2067,790,0,0
2068,790,0,0
2069,790,0,0
2070,790,0,0
2071,790,0,0
2072,790,0,0
2073,790,0,0
2074,790,0,0
2075,790,0,0
2076,790,0,0
2077,790,0,0
2078,790,0,0
2079,790,0,0
2080,790,0,0
2081,790,0,0
2082,790,0,0
2083,790,0,0
2084,790,0,0
2085,790,0,0
2086,790,0,0
2087,790,0,0
2088,790,0,0
2089,790,0,0
2090,790,0,0
2091,790,0,0
2092,790,0,0
2093,790,0,0
2094,790,0,0
2095,790,0,0
2096,790,0,0
2097,790,0,0
2098,790,0,0
2099,790,0,0
2100,790,0,0
2101,790,0,0
2102,790,0,0
2103,790,0,0
2104,790,0,0
2105,790,0,0
2106,790,0,0
2107,790,0,0
2108,790,0,0
2109,790,0,0
2110,790,0,0
2111,790,0,0
2112,790,0,0
2113,790,0,0
2114,790,0,0
2115,790,0,0
2116,790,0,0
2117,790,0,0
2118,790,0,0
2119,790,0,0
2120,790,0,0
2121,790,0,0
2122,790,0,0
2123,790,0,0
2124,790,0,0
2125,790,0,0
2126,790,0,0
2127,790,0,0
2128,790,0,0
2129,790,0,0
2130,790,0,0
2131,790,0,0
2132,790,0,0
2133,790,0,0
2134,790,0,0
2135,790,0,0
2136,790,0,0
2137,790,0,0
2138,790,0,0
2139,790,0,0
2140,790,0,0
2141,790,0,0
2142,790,0,0
2143,790,0,0
2144,790,0,0
2145,790,0,0
2146,790,0,0
2147,790,0,0
2148,790,0,0
2149,790,0,0
2150,790,0,0
2151,790,0,0
2152,790,0,0
2153,790,0,0
2154,790,0,0
2155,790,0,0
2156,790,0,0
2157,790,0,0
2158,790,0,0
2159,790,0,0
2160,790,0,0
2161,790,0,0
2162,790,0,0
2163,790,0,0
2164,790,0,0
2165,790,0,0
2166,790,0,0
2167,790,0,0
2168,790,0,0
2169,790,0,0
2170,790,0,0
2171,790,0,0
2172,790,0,0
2173,790,0,0
2174,790,0,0
2175,790,0,0
2176,790,0,0
2177,790,0,0
2178,790,0,0
2179,790,0,0
2180,790,0,0
2181,790,0,0
2182,790,0,0
2183,790,0,0
2184,790,0,0
2185,790,0,0
2186,790,0,0
2187,790,0,0
2188,790,0,0
2189,790,0,0
2190,790,0,0
2191,790,0,0
2192,790,0,0
2193,790,0,0
2194,790,0,0
2195,790,0,0
2196,790,0,0
2197,790,0,0
2198,790,0,0
2199,790,0,0
2200,790,0,0
2201,790,0,0
2202,790,0,0
2203,790,0,0
2204,790,0,0
2205,790,0,0
2206,790,0,0
2207,790,0,0
2208,790,0,0
2209,790,0,0
2210,790,0,0
2211,790,0,0
2212,790,0,0
2213,790,0,0
2214,790,0,0
2215,790,0,0
2216,790,0,0
2217,790,0,0
2218,790,0,0
2219,790,0,0
2220,790,0,0
2221,790,0,0
2222,790,0,0
2223,790,0,0
2224,790,0,0
2225,790,0,0
2226,790,0,0
2227,790,0,0
2228,790,0,0
2229,790,0,0
2230,790,0,0
2231,790,0,0
2232,790,0,0
2233,790,0,0
2234,790,0,0
2235,790,0,0
2236,790,0,0
2237,790,0,0
2238,790,0,0
2239,790,0,0
2240,790,0,0
2241,790,0,0
2242,790,0,0
2243,790,0,0
2244,790,0,0
2245,790,0,0
2246,790,0,0
2247,790,0,0
2248,790,0,0
2249,790,0,0
2250,790,0,0
2251,790,0,0
2252,790,0,0
2253,790,0,0
2254,790,0,0
2255,790,0,0
2256,790,0,0
2257,790,0,0
2258,790,0,0
2259,790,0,0
2260,790,0,0
2261,790,0,0
2262,790,0,0
2263,790,0,0
2264,790,0,0
2265,790,0,0
2266,790,0,0
2267,790,0,0
2268,790,0,0
2269,790,0,0
2270,790,0,0
2271,790,0,0
2272,790,0,0
2273,790,0,0
2274,790,0,0
2275,790,0,0
2276,790,0,0
2277,790,0,0
2278,790,0,0
2279,790,0,0
2280,790,0,0
2281,790,0,0
2282,790,0,0
2283,790,0,0
2284,790,0,0
2285,790,0,0
2286,790,0,0
2287,790,0,0
2288,790,0,0
2289,790,0,0
2290,790,0,0
2291,790,0,0
2292,790,0,0
2293,790,0,0
2294,790,0,0
2295,790,0,0
2296,790,0,0
2297,790,0,0
2298,790,0,0
2299,790,0,0
2300,790,0,0
2301,790,0,0
2302,790,0,0
2303,790,0,0
2304,790,0,0
2305,790,0,0
2306,790,0,0
2307,790,0,0
2308,790,0,0
2309,790,0,0
2310,790,0,0
2311,790,0,0
2312,790,0,0
2313,790,0,0
2314,790,0,0
2315,790,0,0
2316,790,0,0
2317,790,0,0
2318,790,0,0
2319,790,0,0
2320,790,0,0
2321,790,0,0
2322,790,0,0
2323,790,0,0
2324,790,0,0
2325,790,0,0
2326,790,0,0
2327,790,0,0
2328,790,0,0
2329,790,0,0
2330,790,0,0
2331,790,0,0
2332,790,0,0
2333,790,0,0
2334,790,0,0
2335,790,0,0
2336,790,0,0
2337,790,0,0
2338,790,0,0
2339,790,0,0
2340,790,0,0
2341,790,0,0
2342,790,0,0
2343,790,0,0
2344,790,0,0
2345,790,0,0
2346,790,0,0
2347,790,0,0
2348,790,0,0
2349,790,0,0
2350,790,0,0
2351,790,0,0
2352,790,0,0
2353,790,0,0
2354,790,0,0
2355,790,0,0
2356,790,0,0
2357,790,0,0
2358,790,0,0
2359,790,0,0
2360,790,0,0
2361,790,0,0
2362,790,0,0
2363,790,0,0
2364,790,0,0
2365,790,0,0
2366,790,0,0
2367,790,0,0
2368,790,0,0
2369,790,0,0
2370,790,0,0
2371,790,0,0
2372,790,0,0
2373,790,0,0
2374,790,0,0
2375,790,0,0
2376,790,0,0
2377,790,0,0
2378,790,0,0
2379,790,0,0
2380,790,0,0
2381,790,0,0
2382,790,0,0
2383,790,0,0
2384,790,0,0
2385,790,0,0
2386,790,0,0
2387,790,0,0
2388,790,0,0
2389,790,0,0
2390,790,0,0
2391,790,0,0
2392,790,0,0
2393,790,0,0
2394,790,0,0
2395,790,0,0
2396,790,0,0
2397,790,0,0
2398,790,0,0
2399,790,0,0
2400,790,0,0
2401,790,0,0
2402,790,0,0
2403,790,0,0
2404,790,0,0
2405,790,0,0
2406,790,0,0
2407,790,0,0
2408,790,0,0
2409,790,0,0
2410,790,0,0
2411,790,0,0
2412,790,0,0
2413,790,0,0
2414,790,0,0
2415,790,0,0
2416,790,0,0
2417,790,0,0
2418,790,0,0
2419,790,0,0
2420,790,0,0
2421,790,0,0
2422,790,0,0
2423,790,0,0
2424,790,0,0
2425,790,0,0
2426,790,0,0
2427,790,0,0
2428,790,0,0
2429,790,0,0
2430,790,0,0
2431,790,0,0
2432,790,0,0
2433,790,0,0
2434,790,0,0
2435,790,0,0
2436,790,0,0
2437,790,0,0
2438,790,0,0
2439,790,0,0
2440,790,0,0
2441,790,0,0
2442,790,0,0
2443,790,0,0
2444,790,0,0
2445,790,0,0
2446,790,0,0
2447,790,0,0
2448,790,0,0
2449,790,0,0
2450,790,0,0
2451,790,0,0
2452,790,0,0
2453,790,0,0
2454,790,0,0
2455,790,0,0
2456,790,0,0
2457,790,0,0
2458,790,0,0
2459,790,0,0
2460,790,0,0
2461,790,0,0
2462,790,0,0
2463,790,0,0
2464,790,0,0
2465,790,0,0
2466,790,0,0
2467,790,0,0
2468,790,0,0
2469,790,0,0
2470,790,0,0
2471,790,0,0
2472,790,0,0
2473,790,0,0
2474,790,0,0
2475,790,0,0
2476,790,0,0
2477,790,0,0
2478,790,0,0
2479,790,0,0
2480,790,0,0
2481,790,0,0
2482,790,0,0
2483,790,0,0
2484,790,0,0
2485,790,0,0
2486,790,0,0
2487,790,0,0
2488,790,0,0
2489,790,0,0
2490,790,0,0
2491,790,0,0
2492,790,0,0
2493,790,0,0
2494,790,0,0
2495,790,0,0
2496,790,0,0
2497,790,0,0
2498,790,0,0
2499,790,0,0
2500,790,0,0
2501,790,0,0
2502,790,0,0
2503,790,0,0
2504,790,0,0
2505,790,0,0
2506,790,0,0
2507,790,0,0
2508,790,0,0
2509,790,0,0
2510,790,0,0
2511,790,0,0
2512,790,0,0
2513,790,0,0
2514,790,0,0
2515,790,0,0
2516,790,0,0
2517,790,0,0
2518,790,0,0
2519,790,0,0
2520,790,0,0
2521,790,0,0
2522,790,0,0
2523,790,0,0
2524,790,0,0
2525,790,0,0
2526,790,0,0
2527,790,0,0
2528,790,0,0
2529,790,0,0
2530,790,0,0
2531,790,0,0
2532,790,0,0
2533,790,0,0
2534,790,0,0
2535,790,0,0
2536,790,0,0
2537,790,0,0
2538,790,0,0
2539,790,0,0
2540,790,0,0
2541,790,0,0
2542,790,0,0
2543,790,0,0
2544,790,0,0
2545,790,0,0
2546,790,0,0
2547,790,0,0
2548,790,0,0
2549,790,0,0
2550,790,0,0
2551,790,0,0
2552,790,0,0
2553,790,0,0
2554,790,0,0
2555,790,0,0
2556,790,0,0
2557,790,0,0
2558,790,0,0
2559,790,0,0
2560,790,0,0
2561,790,0,0
2562,790,0,0
2563,790,0,0
2564,790,0,0
2565,790,0,0
2566,790,0,0
2567,790,0,0
2568,790,0,0
2569,790,0,0
2570,790,0,0
2571,790,0,0
2572,790,0,0
2573,790,0,0
2574,790,0,0
2575,790,0,0
2576,790,0,0
2577,790,0,0
2578,790,0,0
2579,790,0,0
2580,790,0,0
2581,790,0,0
2582,790,0,0
2583,790,0,0
2584,790,0,0
2585,790,0,0
2586,790,0,0
2587,790,0,0
2588,790,0,0
2589,790,0,0
2590,790,0,0
2591,790,0,0
2592,790,0,0
2593,790,0,0
2594,790,0,0
2595,790,0,0
2596,790,0,0
2597,790,0,0
2598,790,0,0
2599,790,0,0
2600,790,0,0
2601,790,0,0
2602,790,0,0
2603,790,0,0
2604,790,0,0
2605,790,0,0
2606,790,0,0
2607,790,0,0
2608,790,0,0
2609,790,0,0
2610,790,0,0
2611,790,0,0
2612,790,0,0
2613,790,0,0
2614,790,0,0
2615,790,0,0
2616,790,0,0
2617,790,0,0
2618,790,0,0
2619,790,0,0
2620,790,0,0
2621,790,0,0
2622,790,0,0
2623,790,0,0
2624,790,0,0
2625,790,0,0
2626,790,0,0
2627,790,0,0
2628,790,0,0
2629,790,0,0
2630,790,0,0
2631,790,0,0
2632,790,0,0
2633,790,0,0
2634,790,0,0
2635,790,0,0
2636,790,0,0
2637,790,0,0
2638,790,0,0
2639,790,0,0
2640,790,0,0
2641,790,0,0
2642,790,0,0
2643,790,0,0
2644,790,0,0
2645,790,0,0
2646,790,0,0
2647,790,0,0
2648,790,0,0
2649,790,0,0
2650,790,0,0
2651,790,0,0
2652,790,0,0
2653,790,0,0
2654,790,0,0
2655,790,0,0
2656,790,0,0
2657,790,0,0
2658,790,0,0
2659,790,0,0
2660,790,0,0
2661,790,0,0
2662,790,0,0
2663,790,0,0
2664,790,0,0
2665,790,0,0
2666,790,0,0
2667,790,0,0
2668,790,0,0
2669,790,0,0
2670,790,0,0
2671,790,0,0
2672,790,0,0
2673,790,0,0
2674,790,0,0
2675,790,0,0
2676,790,0,0
2677,790,0,0
2678,790,0,0
2679,790,0,0
2680,790,0,0
2681,790,0,0
2682,790,0,0
2683,790,0,0
2684,790,0,0
2685,790,0,0
2686,790,0,0
2687,790,0,0
2688,790,0,0
2689,790,0,0
2690,790,0,0
2691,790,0,0
2692,790,0,0
2693,790,0,0
2694,790,0,0
2695,790,0,0
2696,790,0,0
2697,790,0,0
2698,790,0,0
2699,790,0,0
2700,790,0,0
2701,790,0,0
2702,790,0,0
2703,790,0,0
2704,790,0,0
2705,790,0,0
2706,790,0,0
2707,790,0,0
2708,790,0,0
2709,790,0,0
2710,790,0,0
2711,790,0,0
2712,790,0,0
2713,790,0,0
2714,790,0,0
2715,790,0,0
2716,790,0,0
2717,790,0,0
2718,790,0,0
2719,790,0,0
2720,790,0,0
2721,790,0,0
2722,790,0,0
2723,790,0,0
2724,790,0,0
2725,790,0,0
2726,790,0,0
2727,790,0,0
2728,790,0,0
2729,790,0,0
2730,790,0,0
2731,790,0,0
2732,790,0,0
2733,790,0,0
2734,790,0,0
2735,790,0,0
2736,790,0,0
2737,790,0,0
2738,790,0,0
2739,790,0,0
2740,790,0,0
2741,790,0,0
2742,790,0,0
2743,790,0,0
2744,790,0,0
2745,790,0,0
2746,790,0,0
2747,790,0,0
2748,790,0,0
2749,790,0,0
2750,790,0,0
2751,790,0,0
2752,790,0,0
2753,790,0,0
2754,790,0,0
2755,790,0,0
2756,790,0,0
2757,790,0,0
2758,790,0,0
2759,790,0,0
2760,790,0,0
2761,790,0,0
2762,790,0,0
2763,790,0,0
2764,790,0,0
2765,790,0,0
2766,790,0,0
2767,790,0,0
2768,790,0,0
2769,790,0,0
2770,790,0,0
2771,790,0,0
2772,790,0,0
2773,790,0,0
2774,790,0,0
2775,790,0,0
2776,790,0,0
2777,790,0,0
2778,790,0,0
2779,790,0,0
2780,790,0,0
2781,790,0,0
2782,790,0,0
2783,790,0,0
2784,790,0,0
2785,790,0,0
2786,790,0,0
2787,790,0,0
2788,790,0,0
2789,790,0,0
2790,790,0,0
2791,790,0,0
2792,790,0,0
2793,790,0,0
2794,790,0,0
2795,790,0,0
2796,790,0,0
2797,790,0,0
2798,790,0,0
2799,790,0,0
2800,790,0,0
2801,790,0,0
2802,790,0,0
2803,790,0,0
2804,790,0,0
2805,790,0,0
2806,790,0,0
2807,790,0,0
2808,790,0,0
2809,790,0,0
2810,790,0,0
2811,790,0,0
2812,790,0,0
2813,790,0,0
2814,790,0,0
2815,790,0,0
2816,790,0,0
2817,790,0,0
2818,790,0,0
2819,790,0,0
2820,790,0,0
2821,790,0,0
2822,790,0,0
2823,790,0,0
2824,790,0,0
2825,790,0,0
2826,790,0,0
2827,790,0,0
2828,790,0,0
2829,790,0,0
2830,790,0,0
2831,790,0,0
2832,790,0,0
2833,790,0,0
2834,790,0,0
2835,790,0,0
2836,790,0,0
2837,790,0,0
2838,790,0,0
2839,790,0,0
2840,790,0,0
2841,790,0,0
2842,790,0,0
2843,790,0,0
2844,790,0,0
2845,790,0,0
2846,790,0,0
2847,790,0,0
2848,790,0,0
2849,790,0,0
2850,790,0,0
2851,790,0,0
2852,790,0,0
2853,790,0,0
2854,790,0,0
2855,790,0,0
2856,790,0,0
2857,790,0,0
2858,790,0,0
2859,790,0,0
2860,790,0,0
2861,790,0,0
2862,790,0,0
2863,790,0,0
2864,790,0,0
2865,790,0,0
2866,790,0,0
2867,790,0,0
2868,790,0,0
2869,790,0,0
2870,790,0,0
2871,790,0,0
2872,790,0,0
2873,790,0,0
2874,790,0,0
2875,790,0,0
2876,790,0,0
2877,790,0,0
2878,790,0,0
2879,790,0,0
2880,790,0,0
2881,790,0,0
2882,790,0,0
2883,790,0,0
2884,790,0,0
2885,790,0,0
2886,790,0,0
2887,790,0,0
2888,790,0,0
2889,790,0,0
2890,790,0,0
2891,790,0,0
2892,790,0,0
2893,790,0,0
2894,790,0,0
2895,790,0,0
2896,790,0,0
2897,790,0,0
2898,790,0,0
2899,790,0,0
2900,790,0,0
2901,790,0,0
2902,790,0,0
2903,790,0,0
2904,790,0,0
2905,790,0,0
2906,790,0,0
2907,790,0,0
2908,790,0,0
2909,790,0,0
2910,790,0,0
2911,790,0,0
2912,790,0,0
2913,790,0,0
2914,790,0,0
2915,790,0,0
2916,790,0,0
2917,790,0,0
2918,790,0,0
2919,790,0,0
2920,790,0,0
2921,790,0,0
2922,790,0,0
2923,790,0,0
2924,790,0,0
2925,790,0,0
2926,790,0,0
2927,790,0,0
2928,790,0,0
2929,790,0,0
2930,790,0,0
2931,790,0,0
2932,790,0,0
2933,790,0,0
2934,790,0,0
2935,790,0,0
2936,790,0,0
2937,790,0,0
2938,790,0,0
2939,790,0,0
2940,790,0,0
2941,790,0,0
2942,790,0,0
2943,790,0,0
2944,790,0,0
2945,790,0,0
2946,790,0,0
2947,790,0,0
2948,790,0,0
2949,790,0,0
2950,790,0,0
2951,790,0,0
2952,790,0,0
2953,790,0,0
2954,790,0,0
2955,790,0,0
2956,790,0,0
2957,790,0,0
2958,790,0,0
2959,790,0,0
2960,790,0,0
2961,790,0,0
2962,790,0,0
2963,790,0,0
2964,790,0,0
2965,790,0,0
2966,790,0,0
2967,790,0,0
2968,790,0,0
2969,790,0,0
2970,790,0,0
2971,790,0,0
2972,790,0,0
2973,790,0,0
2974,790,0,0
2975,790,0,0
2976,790,0,0
2977,790,0,0
2978,790,0,0
2979,790,0,0
2980,790,0,0
2981,790,0,0
2982,790,0,0
2983,790,0,0
2984,790,0,0
2985,790,0,0
2986,790,0,0
2987,790,0,0
2988,790,0,0
2989,790,0,0
2990,790,0,0
2991,790,0,0
2992,790,0,0
2993,790,0,0
2994,790,0,0
2995,790,0,0
2996,790,0,0
2997,790,0,0
2998,790,0,0
2999,790,0,0
3000,790,0,0
3001,790,0,0
3002,790,0,0
3003,790,0,0
3004,790,0,0
3005,790,0,0
3006,790,0,0
3007,790,0,0
3008,790,0,0
3009,790,0,0
3010,790,0,0
3011,790,0,0
3012,790,0,0
3013,790,0,0
3014,790,0,0
3015,790,0,0
3016,790,0,0
3017,790,0,0
3018,790,0,0
3019,790,0,0
3020,790,0,0
3021,790,0,0
3022,790,0,0
3023,790,0,0
3024,790,0,0
3025,790,0,0
3026,790,0,0
3027,790,0,0
3028,790,0,0
3029,790,0,0
3030,790,0,0
3031,790,0,0
3032,790,0,0
3033,790,0,0
3034,790,0,0
3035,790,0,0
3036,790,0,0
3037,790,0,0
3038,790,0,0
3039,790,0,0
3040,790,0,0
3041,790,0,0
3042,790,0,0
3043,790,0,0
3044,790,0,0
3045,790,0,0
3046,790,0,0
3047,790,0,0
3048,790,0,0
3049,790,0,0
3050,790,0,0
3051,790,0,0
3052,790,0,0
3053,790,0,0
3054,790,0,0
3055,790,0,0
3056,790,0,0
3057,790,0,0
3058,790,0,0
3059,790,0,0
3060,790,0,0
3061,790,0,0
3062,790,0,0
3063,790,0,0
3064,790,0,0
3065,790,0,0
3066,790,0,0
3067,790,0,0
3068,790,0,0
3069,790,0,0
3070,790,0,0
3071,790,0,0
3072,790,0,0
3073,790,0,0
3074,790,0,0
3075,790,0,0
3076,790,0,0
3077,790,0,0
3078,790,0,0
3079,790,0,0
3080,790,0,0
3081,790,0,0
3082,790,0,0
3083,790,0,0
3084,790,0,0
3085,790,0,0
3086,790,0,0
3087,790,0,0
3088,790,0,0
3089,790,0,0
3090,790,0,0
3091,790,0,0
3092,790,0,0
3093,790,0,0
3094,790,0,0
3095,790,0,0
3096,790,0,0
3097,790,0,0
3098,790,0,0
3099,790,0,0
3100,790,0,0
3101,790,0,0
3102,790,0,0
3103,790,0,0
3104,790,0,0
3105,790,0,0
3106,790,0,0
3107,790,0,0
3108,790,0,0
3109,790,0,0
3110,790,0,0
3111,790,0,0
3112,790,0,0
3113,790,0,0
3114,790,0,0
3115,790,0,0
3116,790,0,0
3117,790,0,0
3118,790,0,0
3119,790,0,0
3120,790,0,0
3121,790,0,0
3122,790,0,0
3123,790,0,0
3124,790,0,0
3125,790,0,0
3126,790,0,0
3127,790,0,0
3128,790,0,0
3129,790,0,0
3130,790,0,0
3131,790,0,0
3132,790,0,0
3133,790,0,0
3134,790,0,0
3135,790,0,0
3136,790,0,0
3137,790,0,0
3138,790,0,0
3139,790,0,0
3140,790,0,0
3141,790,0,0
3142,790,0,0
3143,790,0,0
3144,790,0,0
3145,790,0,0
3146,790,0,0
3147,790,0,0
3148,790,0,0
3149,790,0,0
3150,790,0,0
3151,790,0,0
3152,790,0,0
3153,790,0,0
3154,790,0,0
3155,790,0,0
3156,790,0,0
3157,790,0,0
3158,790,0,0
3159,790,0,0
3160,790,0,0
3161,790,0,0
3162,790,0,0
3163,790,0,0
3164,790,0,0
3165,790,0,0
3166,790,0,0
3167,790,0,0
3168,790,0,0
3169,790,0,0
3170,790,0,0
3171,790,0,0
3172,790,0,0
3173,790,0,0
3174,790,0,0
3175,790,0,0
3176,790,0,0
3177,790,0,0
3178,790,0,0
3179,790,0,0
3180,790,0,0
3181,790,0,0
3182,790,0,0
3183,790,0,0
3184,790,0,0
3185,790,0,0
3186,790,0,0
3187,790,0,0
3188,790,0,0
3189,790,0,0
3190,790,0,0
3191,790,0,0
3192,790,0,0
3193,790,0,0
3194,790,0,0
3195,790,0,0
3196,790,0,0
3197,790,0,0
3198,790,0,0
3199,790,0,0
3200,790,0,0
3201,790,0,0
3202,790,0,0
3203,790,0,0
3204,790,0,0
3205,790,0,0
3206,790,0,0
3207,790,0,0
3208,790,0,0
3209,790,0,0
3210,790,0,0
3211,790,0,0
3212,790,0,0
3213,790,0,0
3214,790,0,0
